sepal_length,sepal_width,petal_length,petal_width,species
10599.1,10597.5,10595.4,1.3,versicolor
10600.1,10598.5,10596.4,1.2,versicolor
10601.1,10599.5,10597.4,1.3,versicolor
10602.1,10600.5,10598.4,1.3,versicolor
10603.1,10601.5,10599.4,1.1,versicolor
10604.1,10602.5,10600.4,1.3,versicolor
10605.1,10603.5,10601.4,2.5,virginica
10606.1,10604.5,10602.4,1.9,virginica
10607.1,10605.5,10603.4,2.1,virginica
10608.1,10606.5,10604.4,1.8,virginica
10609.1,10607.5,10605.4,2.2,virginica
10610.1,10608.5,10606.4,2.1,virginica
10611.1,10609.5,10607.4,1.7,virginica
10612.1,10610.5,10608.4,1.8,virginica
10613.1,10611.5,10609.4,1.8,virginica
10614.1,10612.5,10610.4,2.5,virginica
10615.1,10613.5,10611.4,2,virginica
10616.1,10614.5,10612.4,1.9,virginica
10617.1,10615.5,10613.4,2.1,virginica
10618.1,10616.5,10614.4,2,virginica
10619.1,10617.5,10615.4,2.4,virginica
10620.1,10618.5,10616.4,2.3,virginica
10621.1,10619.5,10617.4,1.8,virginica
10622.1,10620.5,10618.4,2.2,virginica
10623.1,10621.5,10619.4,2.3,virginica
10624.1,10622.5,10620.4,1.5,virginica
10625.1,10623.5,10621.4,2.3,virginica
10626.1,10624.5,10622.4,2,virginica
10627.1,10625.5,10623.4,2,virginica
10628.1,10626.5,10624.4,1.8,virginica
10629.1,10627.5,10625.4,2.1,virginica
10630.1,10628.5,10626.4,1.8,virginica
10631.1,10629.5,10627.4,1.8,virginica
10632.1,10630.5,10628.4,1.8,virginica
10633.1,10631.5,10629.4,2.1,virginica
10634.1,10632.5,10630.4,1.6,virginica
10635.1,10633.5,10631.4,1.9,virginica
10636.1,10634.5,10632.4,2,virginica
10637.1,10635.5,10633.4,2.2,virginica
10638.1,10636.5,10634.4,1.5,virginica
10639.1,10637.5,10635.4,1.4,virginica
10640.1,10638.5,10636.4,2.3,virginica
10641.1,10639.5,10637.4,2.4,virginica
10642.1,10640.5,10638.4,1.8,virginica
10643.1,10641.5,10639.4,1.8,virginica
10644.1,10642.5,10640.4,2.1,virginica
10645.1,10643.5,10641.4,2.4,virginica
10646.1,10644.5,10642.4,2.3,virginica
10647.1,10645.5,10643.4,1.9,virginica
10648.1,10646.5,10644.4,2.3,virginica
10649.1,10647.5,10645.4,2.5,virginica
10650.1,10648.5,10646.4,2.3,virginica
10651.1,10649.5,10647.4,1.9,virginica
10652.1,10650.5,10648.4,2,virginica
10653.1,10651.5,10649.4,2.3,virginica
10654.1,10652.5,10650.4,1.8,virginica
10655.1,10653.5,10651.4,0.2,setosa
10656.1,10654.5,10652.4,0.2,setosa
10657.1,10655.5,10653.4,0.2,setosa
10658.1,10656.5,10654.4,0.2,setosa
10659.1,10657.5,10655.4,0.2,setosa
10660.1,10658.5,10656.4,0.4,setosa
10661.1,10659.5,10657.4,0.3,setosa
10662.1,10660.5,10658.4,0.2,setosa
10663.1,10661.5,10659.4,0.2,setosa
10664.1,10662.5,10660.4,0.1,setosa
10665.1,10663.5,10661.4,0.2,setosa
10666.1,10664.5,10662.4,0.2,setosa
10667.1,10665.5,10663.4,0.1,setosa
10668.1,10666.5,10664.4,0.1,setosa
10669.1,10667.5,10665.4,0.2,setosa
10670.1,10668.5,10666.4,0.4,setosa
10671.1,10669.5,10667.4,0.4,setosa
10672.1,10670.5,10668.4,0.3,setosa
10673.1,10671.5,10669.4,0.3,setosa
10674.1,10672.5,10670.4,0.3,setosa
10675.1,10673.5,10671.4,0.2,setosa
10676.1,10674.5,10672.4,0.4,setosa
10677.1,10675.5,10673.4,0.2,setosa
10678.1,10676.5,10674.4,0.5,setosa
10679.1,10677.5,10675.4,0.2,setosa
10680.1,10678.5,10676.4,0.2,setosa
10681.1,10679.5,10677.4,0.4,setosa
10682.1,10680.5,10678.4,0.2,setosa
10683.1,10681.5,10679.4,0.2,setosa
10684.1,10682.5,10680.4,0.2,setosa
10685.1,10683.5,10681.4,0.2,setosa
10686.1,10684.5,10682.4,0.4,setosa
10687.1,10685.5,10683.4,0.1,setosa
10688.1,10686.5,10684.4,0.2,setosa
10689.1,10687.5,10685.4,0.1,setosa
10690.1,10688.5,10686.4,0.2,setosa
10691.1,10689.5,10687.4,0.2,setosa
10692.1,10690.5,10688.4,0.1,setosa
10693.1,10691.5,10689.4,0.2,setosa
10694.1,10692.5,10690.4,0.2,setosa
10695.1,10693.5,10691.4,0.3,setosa
10696.1,10694.5,10692.4,0.3,setosa
10697.1,10695.5,10693.4,0.2,setosa
10698.1,10696.5,10694.4,0.6,setosa
10699.1,10697.5,10695.4,0.4,setosa
10700.1,10698.5,10696.4,0.3,setosa
10701.1,10699.5,10697.4,0.2,setosa
10702.1,10700.5,10698.4,0.2,setosa
10703.1,10701.5,10699.4,0.2,setosa
10704.1,10702.5,10700.4,0.2,setosa
10705.1,10703.5,10701.4,1.4,versicolor
10706.1,10704.5,10702.4,1.5,versicolor
10707.1,10705.5,10703.4,1.5,versicolor
10708.1,10706.5,10704.4,1.3,versicolor
10709.1,10707.5,10705.4,1.5,versicolor
10710.1,10708.5,10706.4,1.3,versicolor
10711.1,10709.5,10707.4,1.6,versicolor
10712.1,10710.5,10708.4,1,versicolor
10713.1,10711.5,10709.4,1.3,versicolor
10714.1,10712.5,10710.4,1.4,versicolor
10715.1,10713.5,10711.4,1,versicolor
10716.1,10714.5,10712.4,1.5,versicolor
10717.1,10715.5,10713.4,1,versicolor
10718.1,10716.5,10714.4,1.4,versicolor
10719.1,10717.5,10715.4,1.3,versicolor
10720.1,10718.5,10716.4,1.4,versicolor
10721.1,10719.5,10717.4,1.5,versicolor
10722.1,10720.5,10718.4,1,versicolor
10723.1,10721.5,10719.4,1.5,versicolor
10724.1,10722.5,10720.4,1.1,versicolor
10725.1,10723.5,10721.4,1.8,versicolor
10726.1,10724.5,10722.4,1.3,versicolor
10727.1,10725.5,10723.4,1.5,versicolor
10728.1,10726.5,10724.4,1.2,versicolor
10729.1,10727.5,10725.4,1.3,versicolor
10730.1,10728.5,10726.4,1.4,versicolor
10731.1,10729.5,10727.4,1.4,versicolor
10732.1,10730.5,10728.4,1.7,versicolor
10733.1,10731.5,10729.4,1.5,versicolor
10734.1,10732.5,10730.4,1,versicolor
10735.1,10733.5,10731.4,1.1,versicolor
10736.1,10734.5,10732.4,1,versicolor
10737.1,10735.5,10733.4,1.2,versicolor
10738.1,10736.5,10734.4,1.6,versicolor
10739.1,10737.5,10735.4,1.5,versicolor
10740.1,10738.5,10736.4,1.6,versicolor
10741.1,10739.5,10737.4,1.5,versicolor
10742.1,10740.5,10738.4,1.3,versicolor
10743.1,10741.5,10739.4,1.3,versicolor
10744.1,10742.5,10740.4,1.3,versicolor
10745.1,10743.5,10741.4,1.2,versicolor
10746.1,10744.5,10742.4,1.4,versicolor
10747.1,10745.5,10743.4,1.2,versicolor
10748.1,10746.5,10744.4,1,versicolor
10749.1,10747.5,10745.4,1.3,versicolor
10750.1,10748.5,10746.4,1.2,versicolor
10751.1,10749.5,10747.4,1.3,versicolor
10752.1,10750.5,10748.4,1.3,versicolor
10753.1,10751.5,10749.4,1.1,versicolor
10754.1,10752.5,10750.4,1.3,versicolor
10755.1,10753.5,10751.4,2.5,virginica
10756.1,10754.5,10752.4,1.9,virginica
10757.1,10755.5,10753.4,2.1,virginica
10758.1,10756.5,10754.4,1.8,virginica
10759.1,10757.5,10755.4,2.2,virginica
10760.1,10758.5,10756.4,2.1,virginica
10761.1,10759.5,10757.4,1.7,virginica
10762.1,10760.5,10758.4,1.8,virginica
10763.1,10761.5,10759.4,1.8,virginica
10764.1,10762.5,10760.4,2.5,virginica
10765.1,10763.5,10761.4,2,virginica
10766.1,10764.5,10762.4,1.9,virginica
10767.1,10765.5,10763.4,2.1,virginica
10768.1,10766.5,10764.4,2,virginica
10769.1,10767.5,10765.4,2.4,virginica
10770.1,10768.5,10766.4,2.3,virginica
10771.1,10769.5,10767.4,1.8,virginica
10772.1,10770.5,10768.4,2.2,virginica
10773.1,10771.5,10769.4,2.3,virginica
10774.1,10772.5,10770.4,1.5,virginica
10775.1,10773.5,10771.4,2.3,virginica
10776.1,10774.5,10772.4,2,virginica
10777.1,10775.5,10773.4,2,virginica
10778.1,10776.5,10774.4,1.8,virginica
10779.1,10777.5,10775.4,2.1,virginica
10780.1,10778.5,10776.4,1.8,virginica
10781.1,10779.5,10777.4,1.8,virginica
10782.1,10780.5,10778.4,1.8,virginica
10783.1,10781.5,10779.4,2.1,virginica
10784.1,10782.5,10780.4,1.6,virginica
10785.1,10783.5,10781.4,1.9,virginica
10786.1,10784.5,10782.4,2,virginica
10787.1,10785.5,10783.4,2.2,virginica
10788.1,10786.5,10784.4,1.5,virginica
10789.1,10787.5,10785.4,1.4,virginica
10790.1,10788.5,10786.4,2.3,virginica
10791.1,10789.5,10787.4,2.4,virginica
10792.1,10790.5,10788.4,1.8,virginica
10793.1,10791.5,10789.4,1.8,virginica
10794.1,10792.5,10790.4,2.1,virginica
10795.1,10793.5,10791.4,2.4,virginica
10796.1,10794.5,10792.4,2.3,virginica
10797.1,10795.5,10793.4,1.9,virginica
10798.1,10796.5,10794.4,2.3,virginica
10799.1,10797.5,10795.4,2.5,virginica
10800.1,10798.5,10796.4,2.3,virginica
10801.1,10799.5,10797.4,1.9,virginica
10802.1,10800.5,10798.4,2,virginica
10803.1,10801.5,10799.4,2.3,virginica
10804.1,10802.5,10800.4,1.8,virginica
10805.1,10803.5,10801.4,0.2,setosa
10806.1,10804.5,10802.4,0.2,setosa
10807.1,10805.5,10803.4,0.2,setosa
10808.1,10806.5,10804.4,0.2,setosa
10809.1,10807.5,10805.4,0.2,setosa
10810.1,10808.5,10806.4,0.4,setosa
10811.1,10809.5,10807.4,0.3,setosa
10812.1,10810.5,10808.4,0.2,setosa
10813.1,10811.5,10809.4,0.2,setosa
10814.1,10812.5,10810.4,0.1,setosa
10815.1,10813.5,10811.4,0.2,setosa
10816.1,10814.5,10812.4,0.2,setosa
10817.1,10815.5,10813.4,0.1,setosa
10818.1,10816.5,10814.4,0.1,setosa
10819.1,10817.5,10815.4,0.2,setosa
10820.1,10818.5,10816.4,0.4,setosa
10821.1,10819.5,10817.4,0.4,setosa
10822.1,10820.5,10818.4,0.3,setosa
10823.1,10821.5,10819.4,0.3,setosa
10824.1,10822.5,10820.4,0.3,setosa
10825.1,10823.5,10821.4,0.2,setosa
10826.1,10824.5,10822.4,0.4,setosa
10827.1,10825.5,10823.4,0.2,setosa
10828.1,10826.5,10824.4,0.5,setosa
10829.1,10827.5,10825.4,0.2,setosa
10830.1,10828.5,10826.4,0.2,setosa
10831.1,10829.5,10827.4,0.4,setosa
10832.1,10830.5,10828.4,0.2,setosa
10833.1,10831.5,10829.4,0.2,setosa
10834.1,10832.5,10830.4,0.2,setosa
10835.1,10833.5,10831.4,0.2,setosa
10836.1,10834.5,10832.4,0.4,setosa
10837.1,10835.5,10833.4,0.1,setosa
10838.1,10836.5,10834.4,0.2,setosa
10839.1,10837.5,10835.4,0.1,setosa
10840.1,10838.5,10836.4,0.2,setosa
10841.1,10839.5,10837.4,0.2,setosa
10842.1,10840.5,10838.4,0.1,setosa
10843.1,10841.5,10839.4,0.2,setosa
10844.1,10842.5,10840.4,0.2,setosa
10845.1,10843.5,10841.4,0.3,setosa
10846.1,10844.5,10842.4,0.3,setosa
10847.1,10845.5,10843.4,0.2,setosa
10848.1,10846.5,10844.4,0.6,setosa
10849.1,10847.5,10845.4,0.4,setosa
10850.1,10848.5,10846.4,0.3,setosa
10851.1,10849.5,10847.4,0.2,setosa
10852.1,10850.5,10848.4,0.2,setosa
10853.1,10851.5,10849.4,0.2,setosa
10854.1,10852.5,10850.4,0.2,setosa
10855.1,10853.5,10851.4,1.4,versicolor
10856.1,10854.5,10852.4,1.5,versicolor
10857.1,10855.5,10853.4,1.5,versicolor
10858.1,10856.5,10854.4,1.3,versicolor
10859.1,10857.5,10855.4,1.5,versicolor
10860.1,10858.5,10856.4,1.3,versicolor
10861.1,10859.5,10857.4,1.6,versicolor
10862.1,10860.5,10858.4,1,versicolor
10863.1,10861.5,10859.4,1.3,versicolor
10864.1,10862.5,10860.4,1.4,versicolor
10865.1,10863.5,10861.4,1,versicolor
10866.1,10864.5,10862.4,1.5,versicolor
10867.1,10865.5,10863.4,1,versicolor
10868.1,10866.5,10864.4,1.4,versicolor
10869.1,10867.5,10865.4,1.3,versicolor
10870.1,10868.5,10866.4,1.4,versicolor
10871.1,10869.5,10867.4,1.5,versicolor
10872.1,10870.5,10868.4,1,versicolor
10873.1,10871.5,10869.4,1.5,versicolor
10874.1,10872.5,10870.4,1.1,versicolor
10875.1,10873.5,10871.4,1.8,versicolor
10876.1,10874.5,10872.4,1.3,versicolor
10877.1,10875.5,10873.4,1.5,versicolor
10878.1,10876.5,10874.4,1.2,versicolor
10879.1,10877.5,10875.4,1.3,versicolor
10880.1,10878.5,10876.4,1.4,versicolor
10881.1,10879.5,10877.4,1.4,versicolor
10882.1,10880.5,10878.4,1.7,versicolor
10883.1,10881.5,10879.4,1.5,versicolor
10884.1,10882.5,10880.4,1,versicolor
10885.1,10883.5,10881.4,1.1,versicolor
10886.1,10884.5,10882.4,1,versicolor
10887.1,10885.5,10883.4,1.2,versicolor
10888.1,10886.5,10884.4,1.6,versicolor
10889.1,10887.5,10885.4,1.5,versicolor
10890.1,10888.5,10886.4,1.6,versicolor
10891.1,10889.5,10887.4,1.5,versicolor
10892.1,10890.5,10888.4,1.3,versicolor
10893.1,10891.5,10889.4,1.3,versicolor
10894.1,10892.5,10890.4,1.3,versicolor
10895.1,10893.5,10891.4,1.2,versicolor
10896.1,10894.5,10892.4,1.4,versicolor
10897.1,10895.5,10893.4,1.2,versicolor
10898.1,10896.5,10894.4,1,versicolor
10899.1,10897.5,10895.4,1.3,versicolor
10900.1,10898.5,10896.4,1.2,versicolor
10901.1,10899.5,10897.4,1.3,versicolor
10902.1,10900.5,10898.4,1.3,versicolor
10903.1,10901.5,10899.4,1.1,versicolor
10904.1,10902.5,10900.4,1.3,versicolor
10905.1,10903.5,10901.4,2.5,virginica
10906.1,10904.5,10902.4,1.9,virginica
10907.1,10905.5,10903.4,2.1,virginica
10908.1,10906.5,10904.4,1.8,virginica
10909.1,10907.5,10905.4,2.2,virginica
10910.1,10908.5,10906.4,2.1,virginica
10911.1,10909.5,10907.4,1.7,virginica
10912.1,10910.5,10908.4,1.8,virginica
10913.1,10911.5,10909.4,1.8,virginica
10914.1,10912.5,10910.4,2.5,virginica
10915.1,10913.5,10911.4,2,virginica
10916.1,10914.5,10912.4,1.9,virginica
10917.1,10915.5,10913.4,2.1,virginica
10918.1,10916.5,10914.4,2,virginica
10919.1,10917.5,10915.4,2.4,virginica
10920.1,10918.5,10916.4,2.3,virginica
10921.1,10919.5,10917.4,1.8,virginica
10922.1,10920.5,10918.4,2.2,virginica
10923.1,10921.5,10919.4,2.3,virginica
10924.1,10922.5,10920.4,1.5,virginica
10925.1,10923.5,10921.4,2.3,virginica
10926.1,10924.5,10922.4,2,virginica
10927.1,10925.5,10923.4,2,virginica
10928.1,10926.5,10924.4,1.8,virginica
10929.1,10927.5,10925.4,2.1,virginica
10930.1,10928.5,10926.4,1.8,virginica
10931.1,10929.5,10927.4,1.8,virginica
10932.1,10930.5,10928.4,1.8,virginica
10933.1,10931.5,10929.4,2.1,virginica
10934.1,10932.5,10930.4,1.6,virginica
10935.1,10933.5,10931.4,1.9,virginica
10936.1,10934.5,10932.4,2,virginica
10937.1,10935.5,10933.4,2.2,virginica
10938.1,10936.5,10934.4,1.5,virginica
10939.1,10937.5,10935.4,1.4,virginica
10940.1,10938.5,10936.4,2.3,virginica
10941.1,10939.5,10937.4,2.4,virginica
10942.1,10940.5,10938.4,1.8,virginica
10943.1,10941.5,10939.4,1.8,virginica
10944.1,10942.5,10940.4,2.1,virginica
10945.1,10943.5,10941.4,2.4,virginica
10946.1,10944.5,10942.4,2.3,virginica
10947.1,10945.5,10943.4,1.9,virginica
10948.1,10946.5,10944.4,2.3,virginica
10949.1,10947.5,10945.4,2.5,virginica
10950.1,10948.5,10946.4,2.3,virginica
10951.1,10949.5,10947.4,1.9,virginica
10952.1,10950.5,10948.4,2,virginica
10953.1,10951.5,10949.4,2.3,virginica
10954.1,10952.5,10950.4,1.8,virginica
10955.1,10953.5,10951.4,0.2,setosa
10956.1,10954.5,10952.4,0.2,setosa
10957.1,10955.5,10953.4,0.2,setosa
10958.1,10956.5,10954.4,0.2,setosa
10959.1,10957.5,10955.4,0.2,setosa
10960.1,10958.5,10956.4,0.4,setosa
10961.1,10959.5,10957.4,0.3,setosa
10962.1,10960.5,10958.4,0.2,setosa
10963.1,10961.5,10959.4,0.2,setosa
10964.1,10962.5,10960.4,0.1,setosa
10965.1,10963.5,10961.4,0.2,setosa
10966.1,10964.5,10962.4,0.2,setosa
10967.1,10965.5,10963.4,0.1,setosa
10968.1,10966.5,10964.4,0.1,setosa
10969.1,10967.5,10965.4,0.2,setosa
10970.1,10968.5,10966.4,0.4,setosa
10971.1,10969.5,10967.4,0.4,setosa
10972.1,10970.5,10968.4,0.3,setosa
10973.1,10971.5,10969.4,0.3,setosa
10974.1,10972.5,10970.4,0.3,setosa
10975.1,10973.5,10971.4,0.2,setosa
10976.1,10974.5,10972.4,0.4,setosa
10977.1,10975.5,10973.4,0.2,setosa
10978.1,10976.5,10974.4,0.5,setosa
10979.1,10977.5,10975.4,0.2,setosa
10980.1,10978.5,10976.4,0.2,setosa
10981.1,10979.5,10977.4,0.4,setosa
10982.1,10980.5,10978.4,0.2,setosa
10983.1,10981.5,10979.4,0.2,setosa
10984.1,10982.5,10980.4,0.2,setosa
10985.1,10983.5,10981.4,0.2,setosa
10986.1,10984.5,10982.4,0.4,setosa
10987.1,10985.5,10983.4,0.1,setosa
10988.1,10986.5,10984.4,0.2,setosa
10989.1,10987.5,10985.4,0.1,setosa
10990.1,10988.5,10986.4,0.2,setosa
10991.1,10989.5,10987.4,0.2,setosa
10992.1,10990.5,10988.4,0.1,setosa
10993.1,10991.5,10989.4,0.2,setosa
10994.1,10992.5,10990.4,0.2,setosa
10995.1,10993.5,10991.4,0.3,setosa
10996.1,10994.5,10992.4,0.3,setosa
10997.1,10995.5,10993.4,0.2,setosa
10998.1,10996.5,10994.4,0.6,setosa
10999.1,10997.5,10995.4,0.4,setosa
11000.1,10998.5,10996.4,0.3,setosa
11001.1,10999.5,10997.4,0.2,setosa
11002.1,11000.5,10998.4,0.2,setosa
11003.1,11001.5,10999.4,0.2,setosa
11004.1,11002.5,11000.4,0.2,setosa
11005.1,11003.5,11001.4,1.4,versicolor
11006.1,11004.5,11002.4,1.5,versicolor
11007.1,11005.5,11003.4,1.5,versicolor
11008.1,11006.5,11004.4,1.3,versicolor
11009.1,11007.5,11005.4,1.5,versicolor
11010.1,11008.5,11006.4,1.3,versicolor
11011.1,11009.5,11007.4,1.6,versicolor
11012.1,11010.5,11008.4,1,versicolor
11013.1,11011.5,11009.4,1.3,versicolor
11014.1,11012.5,11010.4,1.4,versicolor
11015.1,11013.5,11011.4,1,versicolor
11016.1,11014.5,11012.4,1.5,versicolor
11017.1,11015.5,11013.4,1,versicolor
11018.1,11016.5,11014.4,1.4,versicolor
11019.1,11017.5,11015.4,1.3,versicolor
11020.1,11018.5,11016.4,1.4,versicolor
11021.1,11019.5,11017.4,1.5,versicolor
11022.1,11020.5,11018.4,1,versicolor
11023.1,11021.5,11019.4,1.5,versicolor
11024.1,11022.5,11020.4,1.1,versicolor
11025.1,11023.5,11021.4,1.8,versicolor
11026.1,11024.5,11022.4,1.3,versicolor
11027.1,11025.5,11023.4,1.5,versicolor
11028.1,11026.5,11024.4,1.2,versicolor
11029.1,11027.5,11025.4,1.3,versicolor
11030.1,11028.5,11026.4,1.4,versicolor
11031.1,11029.5,11027.4,1.4,versicolor
11032.1,11030.5,11028.4,1.7,versicolor
11033.1,11031.5,11029.4,1.5,versicolor
11034.1,11032.5,11030.4,1,versicolor
11035.1,11033.5,11031.4,1.1,versicolor
11036.1,11034.5,11032.4,1,versicolor
11037.1,11035.5,11033.4,1.2,versicolor
11038.1,11036.5,11034.4,1.6,versicolor
11039.1,11037.5,11035.4,1.5,versicolor
11040.1,11038.5,11036.4,1.6,versicolor
11041.1,11039.5,11037.4,1.5,versicolor
11042.1,11040.5,11038.4,1.3,versicolor
11043.1,11041.5,11039.4,1.3,versicolor
11044.1,11042.5,11040.4,1.3,versicolor
11045.1,11043.5,11041.4,1.2,versicolor
11046.1,11044.5,11042.4,1.4,versicolor
11047.1,11045.5,11043.4,1.2,versicolor
11048.1,11046.5,11044.4,1,versicolor
11049.1,11047.5,11045.4,1.3,versicolor
11050.1,11048.5,11046.4,1.2,versicolor
11051.1,11049.5,11047.4,1.3,versicolor
11052.1,11050.5,11048.4,1.3,versicolor
11053.1,11051.5,11049.4,1.1,versicolor
11054.1,11052.5,11050.4,1.3,versicolor
11055.1,11053.5,11051.4,2.5,virginica
11056.1,11054.5,11052.4,1.9,virginica
11057.1,11055.5,11053.4,2.1,virginica
11058.1,11056.5,11054.4,1.8,virginica
11059.1,11057.5,11055.4,2.2,virginica
11060.1,11058.5,11056.4,2.1,virginica
11061.1,11059.5,11057.4,1.7,virginica
11062.1,11060.5,11058.4,1.8,virginica
11063.1,11061.5,11059.4,1.8,virginica
11064.1,11062.5,11060.4,2.5,virginica
11065.1,11063.5,11061.4,2,virginica
11066.1,11064.5,11062.4,1.9,virginica
11067.1,11065.5,11063.4,2.1,virginica
11068.1,11066.5,11064.4,2,virginica
11069.1,11067.5,11065.4,2.4,virginica
11070.1,11068.5,11066.4,2.3,virginica
11071.1,11069.5,11067.4,1.8,virginica
11072.1,11070.5,11068.4,2.2,virginica
11073.1,11071.5,11069.4,2.3,virginica
11074.1,11072.5,11070.4,1.5,virginica
11075.1,11073.5,11071.4,2.3,virginica
11076.1,11074.5,11072.4,2,virginica
11077.1,11075.5,11073.4,2,virginica
11078.1,11076.5,11074.4,1.8,virginica
11079.1,11077.5,11075.4,2.1,virginica
11080.1,11078.5,11076.4,1.8,virginica
11081.1,11079.5,11077.4,1.8,virginica
11082.1,11080.5,11078.4,1.8,virginica
11083.1,11081.5,11079.4,2.1,virginica
11084.1,11082.5,11080.4,1.6,virginica
11085.1,11083.5,11081.4,1.9,virginica
11086.1,11084.5,11082.4,2,virginica
11087.1,11085.5,11083.4,2.2,virginica
11088.1,11086.5,11084.4,1.5,virginica
11089.1,11087.5,11085.4,1.4,virginica
11090.1,11088.5,11086.4,2.3,virginica
11091.1,11089.5,11087.4,2.4,virginica
11092.1,11090.5,11088.4,1.8,virginica
11093.1,11091.5,11089.4,1.8,virginica
11094.1,11092.5,11090.4,2.1,virginica
11095.1,11093.5,11091.4,2.4,virginica
11096.1,11094.5,11092.4,2.3,virginica
11097.1,11095.5,11093.4,1.9,virginica
11098.1,11096.5,11094.4,2.3,virginica
11099.1,11097.5,11095.4,2.5,virginica
11100.1,11098.5,11096.4,2.3,virginica
11101.1,11099.5,11097.4,1.9,virginica
11102.1,11100.5,11098.4,2,virginica
11103.1,11101.5,11099.4,2.3,virginica
11104.1,11102.5,11100.4,1.8,virginica
11105.1,11103.5,11101.4,0.2,setosa
11106.1,11104.5,11102.4,0.2,setosa
11107.1,11105.5,11103.4,0.2,setosa
11108.1,11106.5,11104.4,0.2,setosa
11109.1,11107.5,11105.4,0.2,setosa
11110.1,11108.5,11106.4,0.4,setosa
11111.1,11109.5,11107.4,0.3,setosa
11112.1,11110.5,11108.4,0.2,setosa
11113.1,11111.5,11109.4,0.2,setosa
11114.1,11112.5,11110.4,0.1,setosa
11115.1,11113.5,11111.4,0.2,setosa
11116.1,11114.5,11112.4,0.2,setosa
11117.1,11115.5,11113.4,0.1,setosa
11118.1,11116.5,11114.4,0.1,setosa
11119.1,11117.5,11115.4,0.2,setosa
11120.1,11118.5,11116.4,0.4,setosa
11121.1,11119.5,11117.4,0.4,setosa
11122.1,11120.5,11118.4,0.3,setosa
11123.1,11121.5,11119.4,0.3,setosa
11124.1,11122.5,11120.4,0.3,setosa
11125.1,11123.5,11121.4,0.2,setosa
11126.1,11124.5,11122.4,0.4,setosa
11127.1,11125.5,11123.4,0.2,setosa
11128.1,11126.5,11124.4,0.5,setosa
11129.1,11127.5,11125.4,0.2,setosa
11130.1,11128.5,11126.4,0.2,setosa
11131.1,11129.5,11127.4,0.4,setosa
11132.1,11130.5,11128.4,0.2,setosa
11133.1,11131.5,11129.4,0.2,setosa
11134.1,11132.5,11130.4,0.2,setosa
11135.1,11133.5,11131.4,0.2,setosa
11136.1,11134.5,11132.4,0.4,setosa
11137.1,11135.5,11133.4,0.1,setosa
11138.1,11136.5,11134.4,0.2,setosa
11139.1,11137.5,11135.4,0.1,setosa
11140.1,11138.5,11136.4,0.2,setosa
11141.1,11139.5,11137.4,0.2,setosa
11142.1,11140.5,11138.4,0.1,setosa
11143.1,11141.5,11139.4,0.2,setosa
11144.1,11142.5,11140.4,0.2,setosa
11145.1,11143.5,11141.4,0.3,setosa
11146.1,11144.5,11142.4,0.3,setosa
11147.1,11145.5,11143.4,0.2,setosa
11148.1,11146.5,11144.4,0.6,setosa
11149.1,11147.5,11145.4,0.4,setosa
11150.1,11148.5,11146.4,0.3,setosa
11151.1,11149.5,11147.4,0.2,setosa
11152.1,11150.5,11148.4,0.2,setosa
11153.1,11151.5,11149.4,0.2,setosa
11154.1,11152.5,11150.4,0.2,setosa
11155.1,11153.5,11151.4,1.4,versicolor
11156.1,11154.5,11152.4,1.5,versicolor
11157.1,11155.5,11153.4,1.5,versicolor
11158.1,11156.5,11154.4,1.3,versicolor
11159.1,11157.5,11155.4,1.5,versicolor
11160.1,11158.5,11156.4,1.3,versicolor
11161.1,11159.5,11157.4,1.6,versicolor
11162.1,11160.5,11158.4,1,versicolor
11163.1,11161.5,11159.4,1.3,versicolor
11164.1,11162.5,11160.4,1.4,versicolor
11165.1,11163.5,11161.4,1,versicolor
11166.1,11164.5,11162.4,1.5,versicolor
11167.1,11165.5,11163.4,1,versicolor
11168.1,11166.5,11164.4,1.4,versicolor
11169.1,11167.5,11165.4,1.3,versicolor
11170.1,11168.5,11166.4,1.4,versicolor
11171.1,11169.5,11167.4,1.5,versicolor
11172.1,11170.5,11168.4,1,versicolor
11173.1,11171.5,11169.4,1.5,versicolor
11174.1,11172.5,11170.4,1.1,versicolor
11175.1,11173.5,11171.4,1.8,versicolor
11176.1,11174.5,11172.4,1.3,versicolor
11177.1,11175.5,11173.4,1.5,versicolor
11178.1,11176.5,11174.4,1.2,versicolor
11179.1,11177.5,11175.4,1.3,versicolor
11180.1,11178.5,11176.4,1.4,versicolor
11181.1,11179.5,11177.4,1.4,versicolor
11182.1,11180.5,11178.4,1.7,versicolor
11183.1,11181.5,11179.4,1.5,versicolor
11184.1,11182.5,11180.4,1,versicolor
11185.1,11183.5,11181.4,1.1,versicolor
11186.1,11184.5,11182.4,1,versicolor
11187.1,11185.5,11183.4,1.2,versicolor
11188.1,11186.5,11184.4,1.6,versicolor
11189.1,11187.5,11185.4,1.5,versicolor
11190.1,11188.5,11186.4,1.6,versicolor
11191.1,11189.5,11187.4,1.5,versicolor
11192.1,11190.5,11188.4,1.3,versicolor
11193.1,11191.5,11189.4,1.3,versicolor
11194.1,11192.5,11190.4,1.3,versicolor
11195.1,11193.5,11191.4,1.2,versicolor
11196.1,11194.5,11192.4,1.4,versicolor
11197.1,11195.5,11193.4,1.2,versicolor
11198.1,11196.5,11194.4,1,versicolor
11199.1,11197.5,11195.4,1.3,versicolor
11200.1,11198.5,11196.4,1.2,versicolor
11201.1,11199.5,11197.4,1.3,versicolor
